id,SID,password,MSallotment,DDallotment,access,user_id
1528,hoi534,hello,0,0,0,1528
1529,rif281,hello,0,0,0,1529
1530,sdh553,hello,0,0,0,1530
1531,rxm333,hello,0,0,0,1531
1532,aam612,hello,0,0,0,1532
1533,ccs272,hello,0,0,0,1533
1534,dzg140,hello,0,0,0,1534
1535,ghj677,hello,0,0,0,1535
1536,afp602,hello,0,0,0,1536
1537,slo030,hello,0,0,0,1537
1538,ysl824,hello,0,0,0,1538
1539,pxu505,hello,0,0,0,1539
1540,zbj126,hello,0,0,0,1540
1541,jwu580,hello,0,0,0,1541
1542,pmu268,hello,0,0,0,1542
1543,lxm306,hello,0,0,0,1543
1544,vjl901,hello,0,0,0,1544
1545,cxd208,hello,0,0,0,1545
1546,cwg313,hello,0,0,0,1546
1547,wsy803,hello,0,0,0,1547
1548,jbm921,hello,0,0,0,1548
1549,ndn461,hello,0,0,0,1549
1550,kgd310,hello,0,0,0,1550
1551,foc643,hello,0,0,0,1551
1552,gwg318,hello,0,0,0,1552
1553,hbx003,hello,0,0,0,1553
1554,jcx724,hello,0,0,0,1554
1555,ele711,hello,0,0,0,1555
1556,mzb666,hello,0,0,0,1556
1557,hdx161,hello,0,0,0,1557
1558,oak217,hello,0,0,0,1558
1559,ygt228,hello,0,0,0,1559
1560,irf314,hello,0,0,0,1560
1561,jsj031,hello,0,0,0,1561
1562,tmw850,hello,0,0,0,1562
1563,fqb207,hello,0,0,0,1563
1564,tqh879,hello,0,0,0,1564
1565,bix788,hello,0,0,0,1565
1566,irq682,hello,0,0,0,1566
1567,ctj927,hello,0,0,0,1567
1568,qsv183,hello,0,0,0,1568
1569,lck545,hello,0,0,0,1569
1570,hbj332,hello,0,0,0,1570
1571,hve509,hello,0,0,0,1571
1572,axc715,hello,0,0,0,1572
1573,csh394,hello,0,0,0,1573
1574,xlh819,hello,0,0,0,1574
1575,sjc595,hello,0,0,0,1575
1576,xdp401,hello,0,0,0,1576
1577,umy220,hello,0,0,0,1577
1578,tfj819,hello,0,0,0,1578
1579,ker557,hello,0,0,0,1579
1580,sjk479,hello,0,0,0,1580
1581,hqx367,hello,0,0,0,1581
1582,mge232,hello,0,0,0,1582
1583,zah155,hello,0,0,0,1583
1584,jmf738,hello,0,0,0,1584
1585,vhv761,hello,0,0,0,1585
1586,kiz096,hello,0,0,0,1586
1587,jcx034,hello,0,0,0,1587
1588,hno655,hello,0,0,0,1588
1589,mex320,hello,0,0,0,1589
1590,umm149,hello,0,0,0,1590
1591,mrm894,hello,0,0,0,1591
1592,esi916,hello,0,0,0,1592
1593,wgg426,hello,0,0,0,1593
1594,zjg709,hello,0,0,0,1594
1595,aah832,hello,0,0,0,1595
1596,jwa986,hello,0,0,0,1596
1597,bck247,hello,0,0,0,1597
1598,cmt394,hello,0,0,0,1598
1599,ncj777,hello,0,0,0,1599
1600,lxx180,hello,0,0,0,1600
1601,kek843,hello,0,0,0,1601
1602,rca767,hello,0,0,0,1602
1603,mmr880,hello,0,0,0,1603
1604,lqc988,hello,0,0,0,1604
1605,ktb928,hello,0,0,0,1605
1606,rzd622,hello,0,0,0,1606
1607,baz404,hello,0,0,0,1607
1608,bpq174,hello,0,0,0,1608
1609,jdv640,hello,0,0,0,1609
1610,tsr181,hello,0,0,0,1610
1611,sus807,hello,0,0,0,1611
1612,zdo452,hello,0,0,0,1612
1613,hdy308,hello,0,0,0,1613
1614,oiv013,hello,0,0,0,1614
1615,uns220,hello,0,0,0,1615
1616,igo071,hello,0,0,0,1616
1617,yux671,hello,0,0,0,1617
1618,pjr242,hello,0,0,0,1618
1619,zhy795,hello,0,0,0,1619
1620,htj356,hello,0,0,0,1620
1621,jvo713,hello,0,0,0,1621
1622,uqf446,hello,0,0,0,1622
1623,ysr141,hello,0,0,0,1623
1624,oaj074,hello,0,0,0,1624
1625,ffd284,hello,0,0,0,1625
1626,ugz346,hello,0,0,0,1626
1627,siu976,hello,0,0,0,1627
1628,uww329,hello,0,0,0,1628
1629,pue426,hello,0,0,0,1629
1630,cyv302,hello,0,0,0,1630
1631,vbu439,hello,0,0,0,1631
1632,fxu761,hello,0,0,0,1632
1633,ofi725,hello,0,0,0,1633
1634,peh544,hello,0,0,0,1634
1635,xnz842,hello,0,0,0,1635
1636,ugi696,hello,0,0,0,1636
1637,sfa491,hello,0,0,0,1637
1638,bhn364,hello,0,0,0,1638
1639,koc827,hello,0,0,0,1639
1640,cvh514,hello,0,0,0,1640
1641,syw369,hello,0,0,0,1641
1642,gei730,hello,0,0,0,1642
1643,nao839,hello,0,0,0,1643
1644,zxe792,hello,0,0,0,1644
1645,phc806,hello,0,0,0,1645
1646,phr301,hello,0,0,0,1646
1647,vqf771,hello,0,0,0,1647
1648,cma578,hello,0,0,0,1648
1649,rlr954,hello,0,0,0,1649
1650,wgq547,hello,0,0,0,1650
1651,axo515,hello,0,0,0,1651
1652,jog608,hello,0,0,0,1652
1653,pco762,hello,0,0,0,1653
1654,yes920,hello,0,0,0,1654
1655,lep394,hello,0,0,0,1655
1656,axs338,hello,0,0,0,1656
1657,fph934,hello,0,0,0,1657
1658,ddu778,hello,0,0,0,1658
1659,wpq071,hello,0,0,0,1659
1660,wjn288,hello,0,0,0,1660
1661,cac303,hello,0,0,0,1661
1662,ahm980,hello,0,0,0,1662
1663,eab034,hello,0,0,0,1663
1664,uws846,hello,0,0,0,1664
1665,glx686,hello,0,0,0,1665
1666,jrs730,hello,0,0,0,1666
1667,lir611,hello,0,0,0,1667
1668,fqr514,hello,0,0,0,1668
1669,sqo066,hello,0,0,0,1669
1670,euy872,hello,0,0,0,1670
1671,gre824,hello,0,0,0,1671
1672,dzn300,hello,0,0,0,1672
1673,wdb832,hello,0,0,0,1673
1674,vpq160,hello,0,0,0,1674
1675,uxs144,hello,0,0,0,1675
1676,rpm783,hello,0,0,0,1676
1677,vgp900,hello,0,0,0,1677
1678,oyv547,hello,0,0,0,1678
1679,gkb760,hello,0,0,0,1679
1680,frz818,hello,0,0,0,1680
1681,eum594,hello,0,0,0,1681
1682,zgj487,hello,0,0,0,1682
1683,pge610,hello,0,0,0,1683
1684,evs628,hello,0,0,0,1684
1685,tov387,hello,0,0,0,1685
1686,qpm912,hello,0,0,0,1686
1687,top179,hello,0,0,0,1687
1688,vux207,hello,0,0,0,1688
1689,qay938,hello,0,0,0,1689
1690,brt324,hello,0,0,0,1690
1691,gfl301,hello,0,0,0,1691
1692,boc623,hello,0,0,0,1692
1693,fys888,hello,0,0,0,1693
1694,lfw024,hello,0,0,0,1694
1695,vol110,hello,0,0,0,1695
1696,xzc550,hello,0,0,0,1696
1697,tar469,hello,0,0,0,1697
1698,aqs228,hello,0,0,0,1698
1699,cnu188,hello,0,0,0,1699
1700,fso274,hello,0,0,0,1700
1701,qfb300,hello,0,0,0,1701
1702,xio300,hello,0,0,0,1702
1703,prm365,hello,0,0,0,1703
1704,efa179,hello,0,0,0,1704
1705,pqd422,hello,0,0,0,1705
1706,bam977,hello,0,0,0,1706
1707,rol018,hello,0,0,0,1707
1708,emw999,hello,0,0,0,1708
1709,mwg070,hello,0,0,0,1709
1710,ygz227,hello,0,0,0,1710
1711,lus427,hello,0,0,0,1711
1712,eht568,hello,0,0,0,1712
1713,xsm588,hello,0,0,0,1713
1714,baj233,hello,0,0,0,1714
1715,fod915,hello,0,0,0,1715
1716,clg120,hello,0,0,0,1716
1717,mrg473,hello,0,0,0,1717
1718,sgs960,hello,0,0,0,1718
1719,fsy092,hello,0,0,0,1719
1720,obn850,hello,0,0,0,1720
1721,ktt184,hello,0,0,0,1721
1722,rap058,hello,0,0,0,1722
1723,alu734,hello,0,0,0,1723
1724,avl866,hello,0,0,0,1724
1725,bua629,hello,0,0,0,1725
1726,lbt553,hello,0,0,0,1726
1727,huu040,hello,0,0,0,1727
1728,uoz599,hello,0,0,0,1728
1729,dpq541,hello,0,0,0,1729
1730,wya338,hello,0,0,0,1730
1731,jjo887,hello,0,0,0,1731
1732,eev968,hello,0,0,0,1732
1733,khu246,hello,0,0,0,1733
1734,qze122,hello,0,0,0,1734
1735,htk407,hello,0,0,0,1735
1736,bqi314,hello,0,0,0,1736
1737,hji281,hello,0,0,0,1737
1738,ikm779,hello,0,0,0,1738
1739,wsj522,hello,0,0,0,1739
1740,aha747,hello,0,0,0,1740
1741,bhd042,hello,0,0,0,1741
1742,udt249,hello,0,0,0,1742
1743,dzn295,hello,0,0,0,1743
1744,ouv474,hello,0,0,0,1744
1745,ava827,hello,0,0,0,1745
1746,okk123,hello,0,0,0,1746
1747,xlj138,hello,0,0,0,1747
1748,tym229,hello,0,0,0,1748
1749,vhl346,hello,0,0,0,1749
1750,ieo303,hello,0,0,0,1750
1751,hdl639,hello,0,0,0,1751
1752,vcu040,hello,0,0,0,1752
1753,vov396,hello,0,0,0,1753
1754,puu883,hello,0,0,0,1754
1755,ysa929,hello,0,0,0,1755
1756,pdm169,hello,0,0,0,1756
1757,igc627,hello,0,0,0,1757
1758,fpa119,hello,0,0,0,1758
1759,qxe455,hello,0,0,0,1759
1760,vsa357,hello,0,0,0,1760
1761,uua720,hello,0,0,0,1761
1762,hfm386,hello,0,0,0,1762
1763,hgh927,hello,0,0,0,1763
1764,gof783,hello,0,0,0,1764
1765,yvq660,hello,0,0,0,1765
1766,tat849,hello,0,0,0,1766
1767,joi385,hello,0,0,0,1767
1768,yla582,hello,0,0,0,1768
1769,kxw643,hello,0,0,0,1769
1770,nvc916,hello,0,0,0,1770
1771,uxi274,hello,0,0,0,1771
1772,iah464,hello,0,0,0,1772
1773,iki311,hello,0,0,0,1773
1774,blr385,hello,0,0,0,1774
1775,sbm932,hello,0,0,0,1775
1776,kqa230,hello,0,0,0,1776
1777,ivo376,hello,0,0,0,1777
1778,vot133,hello,0,0,0,1778
1779,kme387,hello,0,0,0,1779
1780,ywl737,hello,0,0,0,1780
1781,kdj325,hello,0,0,0,1781
1782,sfg544,hello,0,0,0,1782
1783,olg460,hello,0,0,0,1783
1784,chm249,hello,0,0,0,1784
1785,sxc917,hello,0,0,0,1785
1786,wex794,hello,0,0,0,1786
1787,qhd086,hello,0,0,0,1787
1788,fqg048,hello,0,0,0,1788
1789,rbw391,hello,0,0,0,1789
1790,bcq308,hello,0,0,0,1790
1791,osq444,hello,0,0,0,1791
1792,nqa437,hello,0,0,0,1792
1793,jpz154,hello,0,0,0,1793
1794,ovu576,hello,0,0,0,1794
1795,aez140,hello,0,0,0,1795
1796,yhi430,hello,0,0,0,1796
1797,jzr570,hello,0,0,0,1797
1798,rbk030,hello,0,0,0,1798
1799,aqh942,hello,0,0,0,1799
1800,eqw047,hello,0,0,0,1800
1801,ovx261,hello,0,0,0,1801
1802,uhy229,hello,0,0,0,1802
1803,sjz482,hello,0,0,0,1803
1804,fzu037,hello,0,0,0,1804
1805,pjn598,hello,0,0,0,1805
1806,rcs188,hello,0,0,0,1806
1807,kjw027,hello,0,0,0,1807
1808,fct769,hello,0,0,0,1808
1809,sek652,hello,0,0,0,1809
1810,vuh134,hello,0,0,0,1810
1811,pmw499,hello,0,0,0,1811
1812,fmu775,hello,0,0,0,1812
1813,pic105,hello,0,0,0,1813
1814,vxi568,hello,0,0,0,1814
1815,xbk999,hello,0,0,0,1815
1816,gwg590,hello,0,0,0,1816
1817,uph775,hello,0,0,0,1817
1818,puq488,hello,0,0,0,1818
1819,rne741,hello,0,0,0,1819
1820,xtf932,hello,0,0,0,1820
1821,vku232,hello,0,0,0,1821
1822,vhz177,hello,0,0,0,1822
1823,wzy748,hello,0,0,0,1823
1824,xjx647,hello,0,0,0,1824
1825,fxh280,hello,0,0,0,1825
1826,ivf418,hello,0,0,0,1826
1827,ofx809,hello,0,0,0,1827
1828,amd371,hello,0,0,0,1828
1829,cjx152,hello,0,0,0,1829
1830,iur792,hello,0,0,0,1830
1831,zzs277,hello,0,0,0,1831
1832,xeh068,hello,0,0,0,1832
1833,uee685,hello,0,0,0,1833
1834,csy990,hello,0,0,0,1834
1835,edp862,hello,0,0,0,1835
1836,rur443,hello,0,0,0,1836
1837,tzv703,hello,0,0,0,1837
1838,xxh635,hello,0,0,0,1838
1839,mzb446,hello,0,0,0,1839
1840,img650,hello,0,0,0,1840
1841,iig446,hello,0,0,0,1841
1842,yqy793,hello,0,0,0,1842
1843,kcn734,hello,0,0,0,1843
1844,pvx890,hello,0,0,0,1844
1845,tsr179,hello,0,0,0,1845
1846,akz504,hello,0,0,0,1846
1847,yiw754,hello,0,0,0,1847
1848,may625,hello,0,0,0,1848
1849,ubp405,hello,0,0,0,1849
1850,sog344,hello,0,0,0,1850
1851,zng455,hello,0,0,0,1851
1852,vfo680,hello,0,0,0,1852
1853,tiq798,hello,0,0,0,1853
1854,vhc706,hello,0,0,0,1854
1855,kze377,hello,0,0,0,1855
1856,nuy076,hello,0,0,0,1856
1857,nbc017,hello,0,0,0,1857
1858,oxe587,hello,0,0,0,1858
1859,jzp810,hello,0,0,0,1859
1860,abx682,hello,0,0,0,1860
1861,hse760,hello,0,0,0,1861
1862,acx568,hello,0,0,0,1862
1863,tia308,hello,0,0,0,1863
1864,zyi679,hello,0,0,0,1864
1865,var556,hello,0,0,0,1865
1866,fxr453,hello,0,0,0,1866
1867,art870,hello,0,0,0,1867
1868,gih169,hello,0,0,0,1868
1869,tfp390,hello,0,0,0,1869
1870,loo114,hello,0,0,0,1870
1871,mfe425,hello,0,0,0,1871
1872,bxt772,hello,0,0,0,1872
1873,qld070,hello,0,0,0,1873
1874,orp395,hello,0,0,0,1874
1875,hhs130,hello,0,0,0,1875
1876,jqk957,hello,0,0,0,1876
1877,nko184,hello,0,0,0,1877
1878,xnc239,hello,0,0,0,1878
1879,ciw169,hello,0,0,0,1879
1880,wrr707,hello,0,0,0,1880
1881,rch129,hello,0,0,0,1881
1882,pzq259,hello,0,0,0,1882
1883,ynd985,hello,0,0,0,1883
1884,bbe451,hello,0,0,0,1884
1885,bie969,hello,0,0,0,1885
1886,kqv448,hello,0,0,0,1886
1887,lxr814,hello,0,0,0,1887
1888,ysc848,hello,0,0,0,1888
1889,ncr404,hello,0,0,0,1889
1890,dkg175,hello,0,0,0,1890
1891,mbk653,hello,0,0,0,1891
1892,crs869,hello,0,0,0,1892
1893,vfr685,hello,0,0,0,1893
1894,aad688,hello,0,0,0,1894
1895,qwp837,hello,0,0,0,1895
1896,knx579,hello,0,0,0,1896
1897,fwk742,hello,0,0,0,1897
1898,dqn820,hello,0,0,0,1898
1899,sia290,hello,0,0,0,1899
1900,rpn583,hello,0,0,0,1900
1901,nsx923,hello,0,0,0,1901
1902,wpp665,hello,0,0,0,1902
1903,lbw505,hello,0,0,0,1903
1904,cft517,hello,0,0,0,1904
1905,xsy570,hello,0,0,0,1905
1906,asq987,hello,0,0,0,1906
1907,hse003,hello,0,0,0,1907
1908,tla429,hello,0,0,0,1908
1909,xip612,hello,0,0,0,1909
1910,ysq496,hello,0,0,0,1910
1911,udx311,hello,0,0,0,1911
1912,ctc778,hello,0,0,0,1912
1913,xbn303,hello,0,0,0,1913
1914,xsq802,hello,0,0,0,1914
1915,qkx586,hello,0,0,0,1915
1916,fid090,hello,0,0,0,1916
1917,ysu720,hello,0,0,0,1917
1918,vez624,hello,0,0,0,1918
1919,vkp920,hello,0,0,0,1919
1920,rtf214,hello,0,0,0,1920
1921,rja047,hello,0,0,0,1921
1922,ogo806,hello,0,0,0,1922
1923,opf008,hello,0,0,0,1923
1924,sqj382,hello,0,0,0,1924
1925,sar018,hello,0,0,0,1925
1926,jps800,hello,0,0,0,1926
1927,hlg503,hello,0,0,0,1927
1928,hmg519,hello,0,0,0,1928
1929,pce979,hello,0,0,0,1929
1930,cjs107,hello,0,0,0,1930
1931,mwt323,hello,0,0,0,1931
1932,uwx770,hello,0,0,0,1932
1933,nbm489,hello,0,0,0,1933
1934,llp400,hello,0,0,0,1934
1935,drx887,hello,0,0,0,1935
1936,hgd577,hello,0,0,0,1936
1937,fvg939,hello,0,0,0,1937
1938,zpx653,hello,0,0,0,1938
1939,khr383,hello,0,0,0,1939
1940,oja743,hello,0,0,0,1940
1941,ron510,hello,0,0,0,1941
1942,ezs227,hello,0,0,0,1942
1943,thi400,hello,0,0,0,1943
1944,iuq807,hello,0,0,0,1944
1945,plc270,hello,0,0,0,1945
1946,fwe922,hello,0,0,0,1946
1947,bav006,hello,0,0,0,1947
1948,jkt727,hello,0,0,0,1948
1949,tej829,hello,0,0,0,1949
1950,ubv171,hello,0,0,0,1950
1951,hzo728,hello,0,0,0,1951
1952,rgd021,hello,0,0,0,1952
1953,bcs373,hello,0,0,0,1953
1954,uxu863,hello,0,0,0,1954
1955,iqf469,hello,0,0,0,1955
1956,iyw871,hello,0,0,0,1956
1957,fvk413,hello,0,0,0,1957
1958,qbe074,hello,0,0,0,1958
1959,pha703,hello,0,0,0,1959
1960,maw707,hello,0,0,0,1960
1961,wne831,hello,0,0,0,1961
1962,any246,hello,0,0,0,1962
1963,rst929,hello,0,0,0,1963
1964,zmv406,hello,0,0,0,1964
1965,qqi914,hello,0,0,0,1965
1966,uih841,hello,0,0,0,1966
1967,fub567,hello,0,0,0,1967
1968,mmo128,hello,0,0,0,1968
1969,tla819,hello,0,0,0,1969
1970,nfb622,hello,0,0,0,1970
1971,oon204,hello,0,0,0,1971
1972,dfj954,hello,0,0,0,1972
1973,kwx269,hello,0,0,0,1973
1974,axx064,hello,0,0,0,1974
1975,dmd279,hello,0,0,0,1975
1976,tgr816,hello,0,0,0,1976
1977,tlb336,hello,0,0,0,1977
1978,wvm407,hello,0,0,0,1978
1979,ixy670,hello,0,0,0,1979
1980,qsw966,hello,0,0,0,1980
1981,wdz568,hello,0,0,0,1981
1982,iuy582,hello,0,0,0,1982
1983,nnq866,hello,0,0,0,1983
1984,hja565,hello,0,0,0,1984
1985,gon328,hello,0,0,0,1985
1986,vlq402,hello,0,0,0,1986
1987,rpn556,hello,0,0,0,1987
1988,edl888,hello,0,0,0,1988
1989,bdq824,hello,0,0,0,1989
1990,noq123,hello,0,0,0,1990
1991,bea826,hello,0,0,0,1991
1992,geu332,hello,0,0,0,1992
1993,ntt190,hello,0,0,0,1993
1994,led610,hello,0,0,0,1994
1995,usa096,hello,0,0,0,1995
1996,ezw823,hello,0,0,0,1996
1997,qpk755,hello,0,0,0,1997
1998,sew091,hello,0,0,0,1998
1999,ogt369,hello,0,0,0,1999
2000,cen495,hello,0,0,0,2000
